"track_name","energy","loudness","liveness","valence","speechiness","danceability","count","track_artist"
"Lions in the Wild",0.847,-6.81,0.816,0.28,0.0442,0.504,5,"Martin Garrix"
"Used To Love (with Dean Lewis)",0.693,-4.722,0.335,0.392,0.0375,0.651,4,"Martin Garrix"
"These Are The Times (feat. JRM)",0.707,-6.19,0.16,0.607,0.0328,0.687,4,"Martin Garrix"
"Forbidden Voices",0.711,-5.927,0.135,0.3,0.0368,0.534,4,"Martin Garrix"
"These Are The Times (feat. JRM)",0.707,-6.19,0.16,0.607,0.0328,0.687,4,"Martin Garrix"
"Used To Love (with Dean Lewis)",0.693,-4.722,0.335,0.392,0.0375,0.651,4,"Martin Garrix"
"These Are The Times (feat. JRM)",0.707,-6.19,0.16,0.607,0.0328,0.687,4,"Martin Garrix"
"Virus (How About Now)",0.841,-5.51,0.801,0.0671,0.04,0.488,4,"Martin Garrix"
"Forbidden Voices",0.711,-5.927,0.135,0.3,0.0368,0.534,4,"Martin Garrix"
"Forbidden Voices",0.711,-5.927,0.135,0.3,0.0368,0.534,4,"Martin Garrix"
"Virus (How About Now)",0.841,-5.51,0.801,0.0671,0.04,0.488,4,"Martin Garrix"
"Virus (How About Now)",0.818,-6.252,0.824,0.0801,0.0395,0.493,4,"Martin Garrix"
"Used To Love (with Dean Lewis)",0.693,-4.722,0.335,0.392,0.0375,0.651,4,"Martin Garrix"
"Used To Love (with Dean Lewis)",0.693,-4.722,0.335,0.392,0.0375,0.651,4,"Martin Garrix"
"These Are The Times (feat. JRM)",0.707,-6.19,0.16,0.607,0.0328,0.687,4,"Martin Garrix"
"Forbidden Voices",0.711,-5.927,0.135,0.3,0.0368,0.534,4,"Martin Garrix"
"Virus (How About Now)",0.818,-6.252,0.824,0.0801,0.0395,0.493,4,"Martin Garrix"
"Scared to Be Lonely",0.54,-7.786,0.261,0.195,0.0576,0.584,3,"Martin Garrix"
"Burn Out (feat. Dewain Whitmore)",0.722,-5.751,0.0667,0.407,0.0398,0.594,3,"Martin Garrix"
"Glitch",0.792,-6.4,0.269,0.357,0.0325,0.715,3,"Martin Garrix"
"Forever",0.898,-3.604,0.166,0.22,0.0395,0.45,3,"Martin Garrix"
"Scared to Be Lonely",0.54,-7.786,0.261,0.195,0.0576,0.584,3,"Martin Garrix"
"There for You",0.644,-7.607,0.124,0.13,0.0553,0.611,3,"Martin Garrix"
"Together",0.729,-4.773,0.233,0.196,0.0343,0.509,3,"Martin Garrix"
"There for You",0.644,-7.607,0.124,0.13,0.0553,0.611,3,"Martin Garrix"
"Wizard - Radio Edit",0.916,-4.715,0.617,0.0795,0.052,0.565,3,"Martin Garrix"
"Hold On (feat. Michel Zitron)",0.711,-4.809,0.559,0.321,0.0385,0.422,3,"Martin Garrix"
"No Sleep (feat. Bonn) - DubVision Remix",0.79,-6.128,0.213,0.291,0.0589,0.584,3,"Martin Garrix"
"Glitch",0.792,-6.4,0.269,0.357,0.0325,0.715,3,"Martin Garrix"
"Dreamer - Nicky Romero Remix",0.751,-4.999,0.253,0.346,0.0599,0.435,3,"Martin Garrix"
"Burn Out (feat. Dewain Whitmore)",0.722,-5.751,0.0667,0.407,0.0398,0.594,3,"Martin Garrix"
"Forever",0.898,-3.604,0.166,0.22,0.0395,0.45,3,"Martin Garrix"
"Wizard - Radio Edit",0.916,-4.715,0.617,0.0795,0.052,0.565,3,"Martin Garrix"
"Together",0.729,-4.773,0.233,0.196,0.0343,0.509,3,"Martin Garrix"
"Waiting For Tomorrow (feat. Mike Shinoda)",0.887,-4.084,0.562,0.336,0.141,0.507,3,"Martin Garrix"
"Animals - Original Mix",0.866,-6.384,0.383,0.0376,0.0386,0.674,3,"Martin Garrix"
"Dreamer - Nicky Romero Remix",0.751,-4.999,0.253,0.346,0.0599,0.435,3,"Martin Garrix"
"No Sleep (feat. Bonn) - DubVision Remix",0.79,-6.128,0.213,0.291,0.0589,0.584,3,"Martin Garrix"
"No Sleep (feat. Bonn) - DubVision Remix",0.79,-6.128,0.213,0.291,0.0589,0.584,3,"Martin Garrix"
"Hold On (feat. Michel Zitron)",0.711,-4.809,0.559,0.321,0.0385,0.422,3,"Martin Garrix"
"There for You",0.644,-7.607,0.124,0.13,0.0553,0.611,3,"Martin Garrix"
"Scared to Be Lonely",0.54,-7.786,0.261,0.195,0.0576,0.584,3,"Martin Garrix"
"Wizard - Radio Edit",0.916,-4.715,0.617,0.0795,0.052,0.565,3,"Martin Garrix"
"Animals - Original Mix",0.866,-6.384,0.383,0.0376,0.0386,0.674,3,"Martin Garrix"
"Hold On (feat. Michel Zitron)",0.711,-4.809,0.559,0.321,0.0385,0.422,3,"Martin Garrix"
"Dreamer - Nicky Romero Remix",0.751,-4.999,0.253,0.346,0.0599,0.435,3,"Martin Garrix"
"Forever",0.898,-3.604,0.166,0.22,0.0395,0.45,3,"Martin Garrix"
"Together",0.729,-4.773,0.233,0.196,0.0343,0.509,3,"Martin Garrix"
"Waiting For Tomorrow (feat. Mike Shinoda)",0.887,-4.084,0.562,0.336,0.141,0.507,3,"Martin Garrix"
"Burn Out (feat. Dewain Whitmore)",0.722,-5.751,0.0667,0.407,0.0398,0.594,3,"Martin Garrix"
"Animals - Original Mix",0.868,-6.36,0.374,0.0376,0.0392,0.675,3,"Martin Garrix"
"Glitch",0.792,-6.4,0.269,0.357,0.0325,0.715,3,"Martin Garrix"
"Waiting For Tomorrow (feat. Mike Shinoda)",0.887,-4.084,0.562,0.336,0.141,0.507,3,"Martin Garrix"
"Home (feat. Bonn)",0.612,-4.855,0.132,0.236,0.0307,0.466,2,"Martin Garrix"
"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)",0.723,-6.976,0.14,0.316,0.0566,0.661,2,"Martin Garrix"
"Now That I've Found You",0.831,-5.812,0.495,0.414,0.0319,0.495,2,"Martin Garrix"
"So Far Away (feat. Jamie Scott & Romy Dya)",0.52,-7.985,0.197,0.13,0.0569,0.526,2,"Martin Garrix"
"Ocean (feat. Khalid)",0.693,-7.265,0.0891,0.221,0.0412,0.506,2,"Martin Garrix"
"Now That I've Found You",0.831,-5.812,0.495,0.414,0.0319,0.495,2,"Martin Garrix"
"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)",0.723,-6.976,0.14,0.316,0.0566,0.661,2,"Martin Garrix"
"Ocean (feat. Khalid)",0.693,-7.265,0.0891,0.221,0.0412,0.506,2,"Martin Garrix"
"So Far Away (feat. Jamie Scott & Romy Dya)",0.52,-7.985,0.197,0.13,0.0569,0.526,2,"Martin Garrix"
"Used To Love (with Dean Lewis) - SWACQ Remix",0.733,-6.302,0.593,0.47,0.0582,0.765,2,"Martin Garrix"
"Home (feat. Bonn)",0.612,-4.855,0.132,0.236,0.0307,0.466,2,"Martin Garrix"
"Latency",0.937,-1.098,0.497,0.449,0.18,0.66,2,"Martin Garrix"
"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Tiësto Remix",0.78,-4.446,0.0729,0.238,0.0594,0.69,2,"Martin Garrix"
"Pizza",0.712,-6.9,0.183,0.0378,0.0355,0.381,2,"Martin Garrix"
"There For You - Madison Mars Remix",0.947,-1.84,0.1,0.347,0.163,0.6,2,"Martin Garrix"
"Helicopter - Original Edit",0.962,-4.52,0.0977,0.0749,0.0427,0.601,2,"Martin Garrix"
"Dragon - Radio Edit",0.917,-4.048,0.0592,0.145,0.0628,0.513,2,"Martin Garrix"
"Now That I've Found You (feat. John & Michel)",0.831,-5.812,0.495,0.414,0.0319,0.495,2,"Martin Garrix"
"Spotless",0.828,-5.648,0.411,0.0605,0.0482,0.517,2,"Martin Garrix"
"Animals - Radio Edit",0.923,-5.461,0.071,0.0378,0.0353,0.589,2,"Martin Garrix"
"Error 404 - Original Mix",0.862,-7.102,0.0442,0.285,0.0887,0.673,2,"Martin Garrix"
"Scared To Be Lonely - Brooks Remix",0.796,-2.416,0.106,0.225,0.0597,0.604,2,"Martin Garrix"
"Byte",0.931,-4.026,0.0593,0.267,0.0329,0.597,2,"Martin Garrix"
"In the Name of Love - DallasK Remix",0.816,-3.156,0.348,0.102,0.0643,0.522,2,"Martin Garrix"
"So Far Away - Nicky Romero Remix",0.493,-4.89,0.0417,0.242,0.0443,0.569,2,"Martin Garrix"
"Sun Is Never Going Down (feat. Dawn Golden)",0.726,-5.964,0.266,0.266,0.0366,0.506,2,"Martin Garrix"
"Don't Look Down",0.831,-5.972,0.111,0.377,0.0356,0.575,2,"Martin Garrix"
"Dragon - Radio Edit",0.917,-4.048,0.0592,0.145,0.0628,0.513,2,"Martin Garrix"
"Error 404 - Original Mix",0.862,-7.102,0.0442,0.285,0.0887,0.673,2,"Martin Garrix"
"Wizard",0.902,-5.098,0.513,0.23,0.0707,0.582,2,"Martin Garrix"
"Wizard",0.915,-4.98,0.489,0.186,0.068,0.578,2,"Martin Garrix"
"Virus (How About Now) - Original Mix",0.86,-5.366,0.155,0.0399,0.0398,0.595,2,"Martin Garrix"
"Animals - Radio Edit",0.914,-5.351,0.0714,0.0381,0.0363,0.593,2,"Martin Garrix"
"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Tiësto Remix",0.78,-4.446,0.0729,0.238,0.0594,0.69,2,"Martin Garrix"
"So Far Away - Nicky Romero Remix",0.493,-4.89,0.0417,0.242,0.0443,0.569,2,"Martin Garrix"
"Pizza",0.712,-6.9,0.183,0.0378,0.0355,0.381,2,"Martin Garrix"
"There For You - Madison Mars Remix",0.947,-1.84,0.1,0.347,0.163,0.6,2,"Martin Garrix"
"Byte",0.931,-4.026,0.0593,0.267,0.0329,0.597,2,"Martin Garrix"
"Scared To Be Lonely - Brooks Remix",0.796,-2.416,0.106,0.225,0.0597,0.604,2,"Martin Garrix"
"In the Name of Love - DallasK Remix",0.816,-3.156,0.348,0.102,0.0643,0.522,2,"Martin Garrix"
"Sun Is Never Going Down (feat. Dawn Golden)",0.726,-5.964,0.266,0.266,0.0366,0.506,2,"Martin Garrix"
"Spotless",0.828,-5.648,0.411,0.0605,0.0482,0.517,2,"Martin Garrix"
"Virus (How About Now) - Original Mix",0.86,-5.366,0.155,0.0399,0.0398,0.595,2,"Martin Garrix"
"Latency",0.937,-1.098,0.497,0.449,0.18,0.66,2,"Martin Garrix"
"Don't Look Down",0.831,-5.972,0.111,0.377,0.0356,0.575,2,"Martin Garrix"
"Now That I've Found You (feat. John & Michel)",0.831,-5.812,0.495,0.414,0.0319,0.495,2,"Martin Garrix"
"Helicopter - Original Edit",0.962,-4.52,0.0977,0.0749,0.0427,0.601,2,"Martin Garrix"
"Used To Love (with Dean Lewis) - SWACQ Remix",0.733,-6.302,0.593,0.47,0.0582,0.765,2,"Martin Garrix"
"Ocean (feat. Khalid) - David Guetta Remix",0.824,-8.251,0.134,0.36,0.0795,0.609,1,"Martin Garrix"
"Just Some Loops - Original Mix",0.813,-6.344,0.371,0.223,0.147,0.814,1,"Martin Garrix"
"Proxy - Original Mix",0.698,-5.679,0.237,0.257,0.0335,0.682,1,"Martin Garrix"
"Animals - Jay Ronko Remix",0.967,-4.268,0.0614,0.188,0.0396,0.682,1,"Martin Garrix"
"Poison",0.756,-6.118,0.377,0.062,0.0363,0.502,1,"Martin Garrix"
"Bouncybob (feat. Justin Mylo & Mesto)",0.896,-7.863,0.13,0.331,0.0692,0.73,1,"Martin Garrix"
"Oops",0.535,-6.941,0.377,0.154,0.0421,0.618,1,"Martin Garrix"
"WIEE",0.835,-7.775,0.0711,0.373,0.0544,0.52,1,"Martin Garrix"
"Sun Is Never Going Down",0.726,-5.964,0.266,0.266,0.0366,0.506,1,"Martin Garrix"
"Welcome",0.962,-6.555,0.123,0.0422,0.136,0.689,1,"Martin Garrix"
"Scared To Be Lonely - LOOPERS Remix",0.934,-3.984,0.396,0.512,0.16,0.61,1,"Martin Garrix"
"There For You - Dzeko Remix",0.907,-5.224,0.165,0.515,0.154,0.61,1,"Martin Garrix"
"Yottabyte",0.632,-4.52,0.116,0.449,0.0313,0.634,1,"Martin Garrix"
"Game Over",0.941,-3.203,0.398,0.396,0.0895,0.606,1,"Martin Garrix"
"The Only Way Is Up - Radio Edit",0.81,-5.976,0.0906,0.173,0.0341,0.593,1,"Martin Garrix"
"Break Through The Silence - Radio Edit",0.95,-5.167,0.299,0.153,0.0666,0.573,1,"Martin Garrix"
"Proxy",0.695,-5.722,0.197,0.292,0.0334,0.667,1,"Martin Garrix"
"Animals",0.865,-6.381,0.382,0.0372,0.0389,0.676,1,"Martin Garrix"
"Animals - Oliver Heldens Remix",0.949,-5.1,0.188,0.513,0.0452,0.669,1,"Martin Garrix"
"In The Name Of Love - The Him Remix",0.864,-3.657,0.081,0.564,0.0379,0.642,1,"Martin Garrix"
"Scared To Be Lonely - DubVision Remix",0.844,-3.774,0.219,0.266,0.122,0.669,1,"Martin Garrix"
"Scared To Be Lonely - Conro Remix",0.683,-4.261,0.385,0.319,0.0651,0.501,1,"Martin Garrix"
"Animals - Victor Niglio & Martin Garrix Festival Trap Remix",0.869,-4.314,0.0343,0.374,0.0388,0.661,1,"Martin Garrix"
"Access",0.752,-7.401,0.201,0.174,0.0931,0.726,1,"Martin Garrix"
"Hold On (feat. Michel Zitron) - Julian Jordan Remix",0.71,-5.749,0.238,0.201,0.0533,0.723,1,"Martin Garrix"
"Mistaken (feat. Alex Aris) - Club Mix",0.782,-6.878,0.0693,0.119,0.0462,0.61,1,"Martin Garrix"
"Breach (Walk Alone)",0.953,-4.781,0.214,0.483,0.216,0.738,1,"Martin Garrix"
"Somebody To Love - 2011 Mix",0.698,-7.024,0.233,0.333,0.0624,0.406,5,"Queen"
"Somebody To Love - 2011 Mix",0.693,-7.024,0.215,0.358,0.0565,0.497,5,"Queen"
"Somebody To Love - 2011 Mix",0.698,-6.967,0.127,0.349,0.0629,0.466,5,"Queen"
"Somebody To Love - 2011 Mix",0.693,-7.024,0.215,0.358,0.0565,0.497,5,"Queen"
"Somebody To Love - 2011 Mix",0.698,-6.967,0.127,0.349,0.0629,0.466,5,"Queen"
"We Are The Champions - Remastered 2011",0.459,-6.94,0.118,0.175,0.0346,0.268,3,"Queen"
"Under Pressure - Remastered",0.711,-7.813,0.104,0.466,0.0478,0.671,3,"Queen"
"We Will Rock You - Remastered",0.497,-7.316,0.258,0.473,0.119,0.693,3,"Queen"
"Killer Queen - 2011 Mix",0.651,-6.326,0.133,0.612,0.0544,0.535,3,"Queen"
"Bohemian Rhapsody - 2011 Mix",0.404,-9.928,0.3,0.224,0.0499,0.414,3,"Queen"
"We Will Rock You - Remastered",0.497,-7.316,0.259,0.475,0.119,0.692,3,"Queen"
"Another One Bites The Dust - Remastered 2011",0.528,-6.472,0.163,0.754,0.161,0.933,3,"Queen"
"Under Pressure - Remastered",0.712,-7.268,0.0804,0.527,0.0479,0.663,3,"Queen"
"Another One Bites The Dust - Remastered 2011",0.528,-6.472,0.163,0.756,0.162,0.933,3,"Queen"
"We Will Rock You - Remastered",0.497,-7.316,0.258,0.473,0.119,0.693,3,"Queen"
"Killer Queen - 2011 Mix",0.65,-6.328,0.14,0.61,0.0554,0.535,3,"Queen"
"Bohemian Rhapsody - 2011 Mix",0.402,-9.961,0.243,0.228,0.0536,0.392,3,"Queen"
"Killer Queen - 2011 Mix",0.64,-6.374,0.0958,0.622,0.0472,0.526,3,"Queen"
"Bohemian Rhapsody - 2011 Mix",0.402,-9.961,0.243,0.228,0.0536,0.392,3,"Queen"
"We Are The Champions - Remastered 2011",0.459,-6.948,0.119,0.172,0.0346,0.268,3,"Queen"
"Another One Bites The Dust - Remastered 2011",0.528,-6.472,0.163,0.754,0.161,0.933,3,"Queen"
"We Are The Champions - Remastered 2011",0.459,-6.94,0.118,0.175,0.0346,0.268,3,"Queen"
"Under Pressure - Remastered",0.712,-7.815,0.103,0.462,0.0476,0.671,3,"Queen"
"Don't Stop Me Now - 2011 Mix",0.865,-5.277,0.77,0.601,0.16,0.563,2,"Queen"
"Seven Seas Of Rhye - Remastered 2011",0.458,-13.372,0.154,0.0447,0.0409,0.245,2,"Queen"
"Seven Seas Of Rhye - Remastered 2011",0.896,-6.089,0.253,0.421,0.104,0.317,2,"Queen"
"Stone Cold Crazy - Remastered 2011",0.922,-6.649,0.0954,0.439,0.0924,0.429,2,"Queen"
"Death On Two Legs (Dedicated To...) - Remastered 2011",0.691,-6.219,0.133,0.499,0.0554,0.373,2,"Queen"
"You're My Best Friend - Remastered 2011",0.76,-6.995,0.0706,0.55,0.0411,0.51,2,"Queen"
"39 - 2011 Mix",0.571,-9.686,0.111,0.373,0.0273,0.524,2,"Queen"
"Tie Your Mother Down - Remastered 2011",0.887,-5.588,0.367,0.196,0.0648,0.331,2,"Queen"
"Sheer Heart Attack - Remastered 2011",0.938,-4.624,0.359,0.383,0.126,0.155,2,"Queen"
"Don't Stop Me Now - 2011 Mix",0.868,-5.276,0.776,0.609,0.17,0.559,2,"Queen"
"Tie Your Mother Down - Remastered 2011",0.886,-5.6,0.35,0.16,0.0722,0.327,2,"Queen"
"Princes Of The Universe",0.623,-14.327,0.313,0.34,0.0633,0.396,2,"Queen"
"You're My Best Friend - Remastered 2011",0.761,-7.025,0.0715,0.576,0.0452,0.518,2,"Queen"
"39 - 2011 Mix",0.571,-9.686,0.111,0.373,0.0273,0.524,2,"Queen"
"Princes Of The Universe",0.623,-14.327,0.313,0.34,0.0633,0.396,2,"Queen"
"Sheer Heart Attack - Remastered 2011",0.938,-4.624,0.359,0.383,0.126,0.155,2,"Queen"
"Death On Two Legs (Dedicated To...) - Remastered 2011",0.691,-6.219,0.133,0.499,0.0554,0.373,2,"Queen"
"Stone Cold Crazy - Remastered 2011",0.922,-6.649,0.0954,0.439,0.0924,0.429,2,"Queen"
"Radio Ga Ga",0.414,-12.036,0.0942,0.731,0.0379,0.762,1,"Queen"
"Killer Queen - Remastered 2011",0.651,-6.326,0.133,0.612,0.0544,0.535,1,"Queen"
"We Are The Champions",0.312,-14.576,0.0949,0.221,0.033,0.281,1,"Queen"
"Keep Yourself Alive - 2011 Mix",0.736,-9.546,0.157,0.597,0.0744,0.442,1,"Queen"
"Doing Alright - Remastered 2011",0.286,-12.334,0.085,0.192,0.0344,0.339,1,"Queen"
"Great King Rat - Remastered 2011",0.845,-12.339,0.111,0.421,0.2,0.35,1,"Queen"
"My Fairy King - Remastered 2011",0.547,-10.124,0.134,0.247,0.0333,0.3,1,"Queen"
"Liar - Remastered 2011",0.784,-7.202,0.195,0.27,0.153,0.217,1,"Queen"
"The Night Comes Down - Remastered 2011",0.57,-12.374,0.396,0.642,0.0633,0.406,1,"Queen"
"Modern Times Rock 'N Roll - Remastered 2011",0.935,-9.151,0.831,0.6,0.0734,0.469,1,"Queen"
"Son And Daughter - Remastered 2011",0.723,-7.842,0.369,0.749,0.0434,0.328,1,"Queen"
"Jesus - Remastered 2011",0.747,-7.065,0.181,0.583,0.172,0.367,1,"Queen"
"Procession - Remastered 2011",0.0725,-23.459,0.137,0.435,0.032,0.415,1,"Queen"
"Father To Son - Remastered 2011",0.646,-11.086,0.188,0.213,0.0541,0.155,1,"Queen"
"White Queen (As It Began) - Remastered 2011",0.296,-12.441,0.133,0.172,0.0358,0.242,1,"Queen"
"Some Day One Day - Remastered 2011",0.573,-13.872,0.0792,0.699,0.0364,0.337,1,"Queen"
"The Loser In The End - Remastered 2011",0.813,-8.035,0.152,0.677,0.157,0.386,1,"Queen"
"Ogre Battle - Remastered 2011",0.823,-9.629,0.55,0.255,0.0928,0.271,1,"Queen"
"The Fairy Feller's Master-Stroke - Remastered 2011",0.897,-8.628,0.121,0.696,0.0909,0.441,1,"Queen"
"Nevermore - Remastered 2011",0.398,-11.527,0.13,0.181,0.0367,0.366,1,"Queen"
"The March Of The Black Queen - 2011 Mix",0.687,-8.44,0.64,0.136,0.0787,0.332,1,"Queen"
"Funny How Love Is - Remastered 2011",0.945,-8.388,0.346,0.392,0.081,0.444,1,"Queen"
"Brighton Rock - Remastered 2011",0.843,-9.17,0.789,0.348,0.378,0.354,1,"Queen"
"Tenement Funster - Remastered 2011",0.69,-7.362,0.345,0.529,0.0337,0.416,1,"Queen"
"Flick Of The Wrist - Remastered 2011",0.834,-6.061,0.227,0.553,0.0882,0.338,1,"Queen"
"Lily Of The Valley - Remastered 2011",0.264,-10.012,0.148,0.416,0.0281,0.339,1,"Queen"
"Now I'm Here - Remastered 2011",0.759,-6.938,0.0988,0.522,0.0511,0.492,1,"Queen"
"In The Lap Of The Gods - Remastered 2011",0.551,-6.43,0.348,0.23,0.0323,0.326,1,"Queen"
"Dear Friends - Remastered 2011",0.0455,-16.092,0.172,0.571,0.0344,0.317,1,"Queen"
"Misfire - Remastered 2011",0.84,-7.006,0.431,0.961,0.03,0.614,1,"Queen"
"Bring Back That Leroy Brown - Remastered 2011",0.641,-5.594,0.0763,0.863,0.0879,0.702,1,"Queen"
"She Makes Me (Stormtrooper In Stilettos) - Remastered 2011",0.533,-7.677,0.119,0.371,0.0257,0.461,1,"Queen"
"In The Lap Of The Gods... Revisited - Remastered 2011",0.575,-8.609,0.291,0.503,0.0368,0.41,1,"Queen"
"Lazing On A Sunday Afternoon - Remastered 2011",0.557,-9.108,0.0845,0.703,0.0535,0.645,1,"Queen"
"I'm In Love With My Car - Remastered 2011",0.803,-8.541,0.321,0.41,0.065,0.292,1,"Queen"
"Sweet Lady - Remastered 2011",0.862,-8.888,0.616,0.579,0.0738,0.312,1,"Queen"
"Seaside Rendezvous - Remastered 2011",0.699,-5.496,0.294,0.798,0.117,0.459,1,"Queen"
"The Prophet's Song - Remastered 2011",0.446,-9.819,0.348,0.18,0.0452,0.395,1,"Queen"
"Love Of My Life - Remastered 2011",0.179,-11.589,0.115,0.255,0.0299,0.329,1,"Queen"
"Good Company - Remastered 2011",0.409,-11.254,0.322,0.542,0.0431,0.488,1,"Queen"
"God Save The Queen - Remastered 2011",0.293,-15.308,0.279,0.24,0.0369,0.17,1,"Queen"
"You Take My Breath Away - Remastered 2011",0.213,-15.166,0.264,0.0787,0.0465,0.234,1,"Queen"
"Long Away - Remastered 2011",0.742,-6.458,0.263,0.317,0.0399,0.494,1,"Queen"
"The Millionaire Waltz - Remastered 2011",0.338,-7.625,0.129,0.37,0.0327,0.323,1,"Queen"
"You And I - Remastered 2011",0.869,-5.78,0.43,0.535,0.0599,0.526,1,"Queen"
"White Man - Remastered 2011",0.688,-7.738,0.241,0.266,0.0694,0.279,1,"Queen"
"Good Old-Fashioned Lover Boy - 2011 Mix",0.461,-6.724,0.0563,0.385,0.0302,0.543,1,"Queen"
"Drowse - Remastered 2011",0.561,-10.151,0.106,0.432,0.0338,0.439,1,"Queen"
"Teo Torriatte (Let Us Cling Together) - 2011 Mix",0.239,-10.202,0.101,0.122,0.0291,0.274,1,"Queen"
"All Dead, All Dead - Remastered 2011",0.0765,-14.57,0.114,0.305,0.0416,0.491,1,"Queen"
"Spread Your Wings - 2011 Mix",0.656,-6.462,0.0624,0.487,0.0329,0.395,1,"Queen"
"Fight From The Inside - Remastered 2011",0.848,-5.673,0.613,0.327,0.0755,0.577,1,"Queen"
"Get Down, Make Love - Remastered 2011",0.713,-4.825,0.212,0.369,0.268,0.446,1,"Queen"
"Sleeping On The Sidewalk - Remastered 2011",0.767,-7.811,0.387,0.644,0.027,0.619,1,"Queen"
"Who Needs You - Remastered 2011",0.381,-12.823,0.202,0.906,0.0528,0.863,1,"Queen"
"It's Late - Remastered 2011",0.691,-5.245,0.0899,0.513,0.0575,0.293,1,"Queen"
"My Melancholy Blues - Remastered 2011",0.202,-14.369,0.193,0.102,0.0333,0.469,1,"Queen"
"Mustapha - Remastered 2011",0.628,-9.902,0.0709,0.485,0.123,0.595,1,"Queen"
"Fat Bottomed Girls - 2011 Remaster",0.683,-7.679,0.342,0.419,0.0491,0.332,1,"Queen"
"Jealousy - Remastered 2011",0.478,-9.842,0.243,0.211,0.031,0.574,1,"Queen"
"Bicycle Race - Remastered 2011",0.671,-6.438,0.0947,0.633,0.0683,0.463,1,"Queen"
"If You Can't Beat Them - Remastered 2011",0.774,-5.434,0.358,0.665,0.0681,0.427,1,"Queen"
"Let Me Entertain You - Remastered 2011",0.902,-4.826,0.737,0.592,0.197,0.521,1,"Queen"
"Dead On Time - Remastered 2011",0.954,-4.56,0.237,0.421,0.288,0.31,1,"Queen"
"In Only Seven Days - Remastered 2011",0.469,-7.148,0.128,0.409,0.0306,0.517,1,"Queen"
"Dreamer's Ball - Remastered 2011",0.369,-7.616,0.419,0.406,0.0346,0.607,1,"Queen"
"Fun It - Remastered 2011",0.614,-6.846,0.0808,0.834,0.296,0.832,1,"Queen"
"Leaving Home Ain't Easy - Remastered 2011",0.454,-9.208,0.112,0.216,0.028,0.518,1,"Queen"
"More Of That Jazz - Remastered 2011",0.717,-5.787,0.0936,0.514,0.0656,0.354,1,"Queen"
"Play The Game - Remastered 2011",0.7,-5.772,0.122,0.273,0.0346,0.242,1,"Queen"
"Dragon Attack - Remastered 2011",0.867,-5.482,0.266,0.557,0.149,0.7,1,"Queen"
"Need Your Loving Tonight - Remastered 2011",0.876,-3.879,0.242,0.804,0.0393,0.604,1,"Queen"
"Crazy Little Thing Called Love - Remastered 2011",0.761,-6.887,0.349,0.712,0.0421,0.599,1,"Queen"
"Rock It (Prime Jive) - Remastered 2011",0.915,-5.698,0.064,0.634,0.0612,0.47,1,"Queen"
"Don't Try Suicide - Remastered 2011",0.486,-7.543,0.0314,0.646,0.2,0.796,1,"Queen"
"Sail Away Sweet Sister - Remastered 2011",0.5,-6.937,0.0907,0.196,0.0282,0.512,1,"Queen"
"Coming Soon - Remastered 2011",0.915,-5.785,0.156,0.863,0.0455,0.685,1,"Queen"
"Save Me - Remastered 2011",0.452,-6.8,0.109,0.322,0.0269,0.507,1,"Queen"
"Staying Power - Remastered 2011",0.855,-6.105,0.0801,0.491,0.109,0.823,1,"Queen"
"Dancer - Remastered 2011",0.476,-6.112,0.0494,0.511,0.0344,0.74,1,"Queen"
"Back Chat - Remastered 2011",0.844,-6.423,0.372,0.71,0.0637,0.787,1,"Queen"
"Body Language - Remastered 2011",0.538,-9.593,0.102,0.367,0.0654,0.828,1,"Queen"
"Action This Day - Remastered 2011",0.478,-6.121,0.0801,0.909,0.0403,0.727,1,"Queen"
"Put Out The Fire - Remastered 2011",0.855,-5.869,0.184,0.467,0.0599,0.545,1,"Queen"
"Life Is Real (Song For Lennon) - Remastered 2011",0.447,-8.303,0.07,0.345,0.0246,0.571,1,"Queen"
"Calling All Girls - Remastered 2011",0.718,-6.749,0.0661,0.619,0.0346,0.613,1,"Queen"
"Las Palabras De Amor (The Words Of Love) - Remastered 2011",0.558,-7.643,0.0704,0.132,0.0282,0.395,1,"Queen"
"Cool Cat - Remastered 2011",0.4,-9.927,0.18,0.838,0.11,0.818,1,"Queen"
"Bohemian Rhapsody - Remastered 2011",0.404,-9.928,0.3,0.224,0.0499,0.414,1,"Queen"
"Bohemian Rhapsody - 2011 Remaster",0.398,-9.973,0.195,0.236,0.0515,0.392,1,"Queen"
"I Want It All - Remastered 2011",0.834,-5.786,0.385,0.389,0.0472,0.398,1,"Queen"
"Fat Bottomed Girls",0.645,-10.159,0.307,0.43,0.0439,0.327,1,"Queen"
"Another One Bites The Dust",0.392,-12.083,0.123,0.771,0.122,0.922,1,"Queen"
"Fat Bottomed Girls - Remastered 2011",0.684,-7.674,0.342,0.404,0.0495,0.337,1,"Queen"
"Under Pressure",0.535,-12.657,0.0858,0.429,0.0523,0.67,1,"Queen"
"Danza Kuduro",0.915,-4.89,0.0503,0.878,0.28,0.4,5,"Don Omar"
"Danza Kuduro",0.915,-4.89,0.0503,0.878,0.28,0.4,5,"Don Omar"
"Dile",0.714,-7.501,0.042,0.714,0.141,0.817,5,"Don Omar"
